,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAARAAPEI-220-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAABRAAPEI-221-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAACRAAPEI-222-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAGRAAPEI-201-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAHRAAPEI-202-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAIRAAPEI-205-counts.tsv
ENSG00000181817,966,755,825,729,1211,814
ENSG00000181826,89,65,62,61,85,88
ENSG00000181827,1564,1288,1256,1155,1913,1429
ENSG00000181830,513,375,417,383,445,336
ENSG00000181847,0,0,0,0,0,0
ENSG00000181852,1445,1128,1142,992,1533,1145
ENSG00000181856,7,5,2,11,14,17
ENSG00000181867,0,0,0,0,0,0
ENSG00000181873,338,233,214,293,454,362
ENSG00000181885,1935,1475,1677,1691,2540,1869
ENSG00000181894,180,146,144,110,145,115
ENSG00000181896,499,399,386,292,464,268
ENSG00000181903,0,0,0,0,0,0
ENSG00000181904,1560,1194,1168,911,1616,1020
ENSG00000181915,729,577,594,440,632,425
ENSG00000181924,3454,2759,2707,2499,3849,2659
ENSG00000181927,0,0,0,0,0,0
ENSG00000181929,2211,1855,1834,1559,2397,1779
ENSG00000181938,673,523,473,452,663,498
ENSG00000181939,0,0,0,0,0,0
ENSG00000181958,0,0,0,0,0,0
ENSG00000181961,0,0,0,0,0,0
ENSG00000181963,0,0,0,0,0,0
ENSG00000181965,0,0,0,0,0,0
ENSG00000181982,251,192,190,178,251,212
ENSG00000181991,912,682,727,634,955,647
ENSG00000182004,7440,6143,5769,4945,8149,5718
ENSG00000182010,315,272,244,193,333,259
ENSG00000182013,0,0,0,0,0,0
ENSG00000182022,1902,1609,1727,1355,2128,1638
ENSG00000182035,0,0,0,0,0,0
ENSG00000182040,11,12,9,7,16,4
ENSG00000182050,21,14,6,9,12,19
ENSG00000182053,0,0,0,0,0,0
ENSG00000182054,4279,3247,3637,3185,4929,3805
ENSG00000182070,0,0,0,0,0,0
ENSG00000182077,0,0,0,0,0,0
ENSG00000182083,0,3,0,0,0,0
ENSG00000182087,2870,2078,2349,2207,3306,2494
ENSG00000182093,1587,1256,1272,1013,1722,1284
ENSG00000182095,11575,8384,10406,9659,13105,9772
ENSG00000182103,1,1,2,0,1,0
ENSG00000182107,1873,1432,1571,1479,2119,1552
ENSG00000182108,1,2,2,0,0,0
ENSG00000182111,5,5,8,2,5,4
ENSG00000182117,2023,1765,1657,1344,2400,1701
ENSG00000182118,60,28,40,39,74,56
ENSG00000182132,0,0,0,0,0,0
ENSG00000182134,1751,1527,1709,1223,2040,1739
ENSG00000182141,502,367,391,331,486,287
ENSG00000182149,5341,4506,4577,3584,5713,4205
ENSG00000182150,647,514,444,469,731,539
ENSG00000182154,5081,3457,4096,3703,5298,3715
ENSG00000182156,0,1,0,0,0,0
ENSG00000182158,2412,1883,2114,1984,2874,2154
ENSG00000182162,0,0,0,0,1,0
ENSG00000182168,612,501,470,528,722,537
ENSG00000182170,0,0,0,0,0,0
ENSG00000182173,5329,3749,4063,3588,4971,3582
ENSG00000182175,39,39,27,39,54,54
ENSG00000182177,3,2,3,2,3,7
ENSG00000182179,10,6,9,8,10,12
ENSG00000182180,3348,2687,2825,2288,3656,2591
ENSG00000182183,0,0,0,0,0,0
ENSG00000182185,224,222,188,197,251,195
ENSG00000182187,0,0,0,0,0,0
ENSG00000182195,3777,3112,3549,3116,4373,3317
ENSG00000182196,25,31,27,13,14,13
ENSG00000182197,514,465,475,413,579,420
ENSG00000182199,4572,3727,3881,3347,5160,3703
ENSG00000182208,300,224,242,179,316,245
ENSG00000182218,4,4,3,3,3,6
ENSG00000182220,4230,3354,3422,2967,4997,3505
ENSG00000182223,0,0,0,0,1,0
ENSG00000182224,2,8,0,2,2,3
ENSG00000182230,1,1,0,0,0,1
ENSG00000182240,794,579,650,528,823,636
ENSG00000182247,191,137,145,148,261,196
ENSG00000182253,175,105,111,120,177,114
ENSG00000182255,0,0,0,0,0,1
ENSG00000182256,1,0,0,1,0,0
ENSG00000182257,16,16,10,12,13,17
ENSG00000182261,0,0,0,0,0,0
ENSG00000182263,11,13,18,14,21,5
ENSG00000182264,35,23,27,36,36,38
ENSG00000182271,0,0,0,0,0,0
ENSG00000182272,1963,1255,1629,1498,2010,1402
ENSG00000182287,1693,1337,1264,1032,1854,1141
ENSG00000182307,2320,1834,1724,1666,2374,1718
ENSG00000182308,24,15,26,12,29,13
ENSG00000182310,454,338,413,215,366,257
ENSG00000182315,0,0,0,0,0,0
ENSG00000182318,244,189,170,149,199,185
ENSG00000182324,21,13,17,31,41,24
ENSG00000182325,1161,844,951,756,1156,787
ENSG00000182326,47,32,24,28,61,36
ENSG00000182327,93,47,76,46,66,40
ENSG00000182329,10,13,8,9,27,14
ENSG00000182330,0,0,0,0,0,0
ENSG00000182333,0,0,0,0,0,0
ENSG00000182334,0,0,0,0,0,0
ENSG00000182346,0,0,0,0,0,0
ENSG00000182348,1,0,0,0,0,0
ENSG00000182359,63,47,53,33,77,61
ENSG00000182362,238,153,151,184,267,148
ENSG00000182372,1114,894,827,834,1291,851
ENSG00000182378,1537,1140,1254,1169,1674,1221
ENSG00000182379,532,375,446,389,473,434
ENSG00000182389,13,12,16,12,13,11
ENSG00000182393,5,2,2,0,2,5
ENSG00000182400,1284,1073,1034,864,1460,1020
ENSG00000182405,124,79,60,64,90,69
ENSG00000182415,0,0,0,0,0,0
ENSG00000182446,3605,2807,3027,2581,3815,2857
ENSG00000182447,0,0,0,0,0,0
ENSG00000182450,5,0,0,0,1,2
ENSG00000182459,19,9,13,4,5,6
ENSG00000182463,17,15,18,10,17,17
ENSG00000182472,28,14,22,32,50,19
ENSG00000182473,1545,1169,1266,1112,1789,1285
ENSG00000182481,23345,21858,23504,16312,28606,22101
ENSG00000182489,53,46,56,23,46,44
ENSG00000182492,2,1,2,2,3,2
ENSG00000182504,779,692,677,576,960,653
ENSG00000182508,0,0,1,1,0,1
ENSG00000182511,4,7,4,8,5,9
ENSG00000182512,2390,1897,1954,1804,2820,1950
ENSG00000182518,397,305,266,250,455,308
ENSG00000182521,3,0,3,1,3,4
ENSG00000182533,5,5,8,4,4,6
ENSG00000182534,52,40,44,27,54,33
ENSG00000182541,997,749,779,756,1105,692
ENSG00000182544,1516,1161,1179,937,1399,923
ENSG00000182545,56,38,47,35,59,46
ENSG00000182551,4261,3500,3417,3025,4838,3433
ENSG00000182552,781,655,621,538,845,537
ENSG00000182557,0,0,0,1,0,0
ENSG00000182566,0,0,0,0,0,0
ENSG00000182568,68,66,73,66,111,81
ENSG00000182575,21,23,21,16,20,16
ENSG00000182578,1,4,0,0,1,2
ENSG00000182580,1533,1221,1249,1014,1434,1088
ENSG00000182583,3,0,1,0,2,1
ENSG00000182584,86,35,53,57,79,56
ENSG00000182585,1,0,1,1,3,0
ENSG00000182591,0,0,0,0,0,0
ENSG00000182600,13,7,11,14,23,17
ENSG00000182601,0,0,0,0,0,0
ENSG00000182606,447,333,379,316,470,364
ENSG00000182612,19,18,17,10,18,18
ENSG00000182613,0,0,0,0,0,0
ENSG00000182621,1461,1124,1149,1165,1717,1210
ENSG00000182628,5826,4893,4780,4209,7245,5233
ENSG00000182631,0,0,0,0,0,0
ENSG00000182634,0,0,0,0,0,0
ENSG00000182636,0,0,0,0,0,0
ENSG00000182645,0,0,0,0,0,0
ENSG00000182652,0,0,0,0,0,0
ENSG00000182667,1,0,0,0,0,0
ENSG00000182670,5224,4224,4154,3799,5722,4205
ENSG00000182674,0,0,0,0,0,0
ENSG00000182676,2,2,3,0,5,2
ENSG00000182685,600,410,458,392,606,396
ENSG00000182687,13,7,9,7,10,5
ENSG00000182698,0,0,0,0,0,1
ENSG00000182700,214,150,169,122,176,133
ENSG00000182704,4848,3836,3499,3912,5726,3812
ENSG00000182712,0,0,0,0,0,0
ENSG00000182718,7421,6292,5974,5216,8203,5934
ENSG00000182732,25,14,12,20,25,20
ENSG00000182742,1,6,4,1,8,5
ENSG00000182747,0,1,1,1,3,3
ENSG00000182749,233,161,215,162,222,185
ENSG00000182752,6,6,8,5,9,3
ENSG00000182759,54,31,39,53,56,40
ENSG00000182768,1043,695,839,775,1099,803
ENSG00000182771,5,8,2,4,19,5
ENSG00000182774,8985,7580,7038,6485,10273,7481
ENSG00000182782,13,9,16,5,17,10
ENSG00000182783,0,0,0,0,0,0
ENSG00000182791,9,4,7,5,6,15
ENSG00000182793,0,0,0,1,0,0
ENSG00000182795,0,0,0,0,0,0
ENSG00000182798,0,1,0,1,1,0
ENSG00000182809,4418,3108,3598,3180,4490,3289
ENSG00000182810,480,333,371,230,433,231
ENSG00000182816,0,0,0,0,0,0
ENSG00000182827,1200,1049,1017,798,1389,1057
ENSG00000182831,1711,1413,1371,1173,1962,1316
ENSG00000182836,347,272,293,245,420,259
ENSG00000182853,43,36,40,26,49,32
ENSG00000182854,0,0,0,0,0,0
ENSG00000182858,400,387,362,289,434,312
ENSG00000182866,4,0,3,2,3,2
ENSG00000182870,2,3,1,2,4,1
ENSG00000182871,5364,3661,4432,4511,5857,4407
ENSG00000182872,3159,2377,2536,2399,3149,2384
ENSG00000182885,0,1,0,2,0,0
ENSG00000182890,189,130,113,92,188,118
ENSG00000182896,0,0,0,1,0,0
ENSG00000182898,0,0,0,0,1,0
ENSG00000182899,18127,15300,14642,12717,21049,14733
ENSG00000182901,0,0,0,0,2,0
ENSG00000182902,321,227,220,231,324,237
ENSG00000182903,354,316,237,251,419,267
ENSG00000182916,0,0,0,0,0,0
ENSG00000182919,242,210,213,136,295,174
ENSG00000182923,839,780,698,616,1061,751
ENSG00000182931,0,1,0,0,0,0
ENSG00000182934,6655,5520,5294,5138,7541,5544
ENSG00000182938,0,0,1,0,1,0
ENSG00000182944,11162,8918,8655,9106,13917,9735
ENSG00000182950,0,0,0,0,1,0
ENSG00000182952,1146,852,906,669,1167,922
ENSG00000182957,1008,856,811,722,1187,804
ENSG00000182963,1,3,5,0,6,1
ENSG00000182968,0,0,0,0,0,0
ENSG00000182973,866,672,653,622,914,663
ENSG00000182979,3978,2829,3452,3158,4636,3386
ENSG00000182983,0,0,0,0,0,2
ENSG00000182985,76,71,61,54,72,66
ENSG00000182986,437,348,402,254,424,341
ENSG00000182993,38,47,37,35,41,29
ENSG00000183010,1799,1359,1330,1155,1768,1292
ENSG00000183011,949,739,896,712,1178,855
ENSG00000183018,120,77,95,84,153,94
ENSG00000183019,1,0,0,0,1,1
ENSG00000183020,1195,934,1085,888,1476,1018
ENSG00000183023,0,0,0,0,2,1
ENSG00000183024,0,0,0,0,0,0
ENSG00000183032,29,26,19,20,38,25
ENSG00000183034,1,0,0,0,0,0
ENSG00000183035,0,0,0,0,0,0
ENSG00000183036,35,50,28,24,47,32
ENSG00000183044,6516,4805,4737,4641,6405,4547
ENSG00000183048,394,321,315,326,471,324
ENSG00000183049,959,770,791,786,1061,787
ENSG00000183054,0,0,2,1,0,1
ENSG00000183060,111,87,101,77,135,98
ENSG00000183066,13,3,7,6,23,8
ENSG00000183067,65,43,58,34,54,46
ENSG00000183072,0,0,0,0,0,0
ENSG00000183077,402,315,385,326,494,328
ENSG00000183087,454,317,357,282,474,307
ENSG00000183090,1,4,1,1,4,6
ENSG00000183091,266,182,181,189,284,203
ENSG00000183092,60,42,56,41,51,65
ENSG00000183098,19,16,16,15,23,23
ENSG00000183111,118,104,136,109,131,111
ENSG00000183114,0,0,0,0,0,0
ENSG00000183117,0,0,0,0,0,0
ENSG00000183128,1,2,2,5,4,2
ENSG00000183134,4,0,3,1,3,1
ENSG00000183137,591,543,515,433,723,559
ENSG00000183145,281,206,231,219,280,236
ENSG00000183146,0,0,0,0,0,0
ENSG00000183148,0,0,0,0,0,0
ENSG00000183150,181,139,125,128,257,142
ENSG00000183153,22,14,8,21,18,15
ENSG00000183155,1026,754,773,571,934,652
ENSG00000183160,0,0,0,0,0,0
ENSG00000183161,488,464,432,235,342,220
ENSG00000183166,0,0,0,0,0,0
ENSG00000183172,766,567,610,568,856,623
ENSG00000183185,0,0,0,0,0,0
ENSG00000183186,150,109,120,116,186,118
ENSG00000183196,1,0,0,1,0,3
ENSG00000183206,1,1,1,1,0,0
ENSG00000183207,2602,1971,1985,1891,2814,2018
ENSG00000183208,67,34,47,28,40,26
ENSG00000183230,0,0,0,0,0,0
ENSG00000183246,1,0,1,0,0,0
ENSG00000183248,234,186,256,204,277,227
ENSG00000183251,0,0,0,0,0,0
ENSG00000183255,4573,3694,3795,3170,4922,3510
ENSG00000183258,2322,1852,1914,1838,2582,1830
ENSG00000183260,0,0,0,0,0,0
ENSG00000183269,0,0,0,0,0,0
ENSG00000183273,0,1,2,0,0,0
ENSG00000183281,50,47,57,51,90,72
ENSG00000183283,9350,7725,7837,6940,11346,8603
ENSG00000183287,0,0,0,3,0,0
ENSG00000183291,2548,2203,2060,1761,2993,2102
ENSG00000183303,0,0,0,0,0,0
ENSG00000183304,0,0,0,0,0,0
ENSG00000183305,0,0,0,0,0,0
ENSG00000183307,14,9,9,6,13,5
ENSG00000183309,1288,1032,1030,716,1052,723
ENSG00000183310,0,0,0,0,0,0
ENSG00000183313,0,0,0,0,0,0
ENSG00000183317,426,319,313,328,452,347
ENSG00000183318,0,0,0,0,0,2
ENSG00000183323,960,775,687,592,1047,751
ENSG00000183324,1,0,0,0,1,0
ENSG00000183336,7,7,1,6,6,4
ENSG00000183337,1338,1056,1071,940,1479,1116
ENSG00000183340,115,95,96,67,95,66
ENSG00000183346,0,1,0,0,0,0
ENSG00000183347,0,0,0,0,0,0
ENSG00000183354,387,393,342,311,522,398
ENSG00000183378,0,0,0,0,0,0
ENSG00000183379,0,0,0,0,0,0
ENSG00000183386,86,70,90,65,100,80
ENSG00000183389,0,0,0,0,0,0
ENSG00000183395,0,0,0,0,0,0
ENSG00000183396,10,5,5,2,6,7
ENSG00000183397,86,52,68,70,119,85
ENSG00000183401,879,654,757,627,998,693
ENSG00000183421,363,305,351,249,357,289
ENSG00000183423,2,0,0,3,5,2
ENSG00000183426,564,476,426,369,630,404
ENSG00000183431,3711,2877,2711,2296,3595,2420
ENSG00000183434,0,1,0,0,3,0
ENSG00000183439,0,0,0,0,0,0
ENSG00000183454,0,0,0,0,0,0
ENSG00000183463,0,0,0,0,0,0
ENSG00000183474,586,481,427,396,629,424
ENSG00000183475,440,386,377,286,406,320
ENSG00000183476,0,0,0,0,0,0
ENSG00000183479,40,27,27,53,43,41
ENSG00000183484,0,1,0,0,3,0
ENSG00000183486,16,19,15,11,20,17
ENSG00000183495,3946,3186,3370,2974,4222,3018
ENSG00000183496,181,156,173,89,134,109
ENSG00000183508,1974,1667,1834,1051,1711,1302
ENSG00000183513,680,586,579,477,756,593
ENSG00000183520,1465,1250,1105,981,1626,1066
ENSG00000183527,3128,2622,2479,2138,3376,2429
ENSG00000183530,2148,1729,1781,1347,2105,1468
ENSG00000183542,0,0,0,0,1,0
ENSG00000183549,0,0,0,0,0,0
ENSG00000183559,0,0,0,0,0,0
ENSG00000183560,0,0,0,1,2,1
ENSG00000183569,85,57,95,100,143,95
ENSG00000183570,115,53,74,112,138,82
ENSG00000183571,1,0,2,0,1,2
ENSG00000183576,2952,2394,2414,2163,3452,2369
ENSG00000183578,52,37,34,37,58,32
ENSG00000183579,570,464,497,466,659,475
ENSG00000183580,2,1,0,0,4,1
ENSG00000183597,535,428,508,461,627,445
ENSG00000183598,49,41,45,36,41,36
ENSG00000183605,773,583,640,536,833,576
ENSG00000183607,0,0,0,0,0,0
ENSG00000183615,41,23,34,20,39,23
ENSG00000183617,657,525,560,496,738,526
ENSG00000183621,79,61,54,56,75,45
ENSG00000183624,4518,3690,3568,3178,5082,3630
ENSG00000183625,24,8,14,12,16,18
ENSG00000183628,269,211,233,257,289,210
ENSG00000183629,0,0,0,0,0,0
ENSG00000183631,0,0,0,0,0,0
ENSG00000183632,0,1,1,0,4,3
ENSG00000183638,1,0,1,0,2,1
ENSG00000183640,0,0,0,0,0,0
ENSG00000183644,0,0,0,0,0,0
ENSG00000183647,204,144,121,120,210,142
ENSG00000183648,1659,1311,1245,1019,1737,1268
ENSG00000183654,2,2,3,0,0,2
ENSG00000183655,662,493,563,452,671,490
ENSG00000183662,0,0,0,0,0,0
ENSG00000183665,1229,960,964,669,1104,727
ENSG00000183668,0,0,1,2,0,1
ENSG00000183671,0,0,1,0,0,0
ENSG00000183682,23,7,14,19,7,7
ENSG00000183684,2912,2209,2306,2245,3321,2367
ENSG00000183688,5,7,7,7,7,8
ENSG00000183690,16,15,16,6,14,12
ENSG00000183691,0,0,0,0,3,0
ENSG00000183695,0,0,0,0,0,0
ENSG00000183696,76,61,65,65,102,65
ENSG00000183706,0,0,0,0,0,0
ENSG00000183709,0,0,0,0,0,0
ENSG00000183715,0,0,0,0,0,0
ENSG00000183718,433,341,387,318,486,361
ENSG00000183722,1,0,0,0,0,0
ENSG00000183723,3335,2713,2734,2686,4076,3052
ENSG00000183726,1386,1138,1212,966,1609,1140
ENSG00000183729,0,0,0,0,0,0
ENSG00000183733,0,0,0,0,0,0
ENSG00000183734,523,334,400,329,443,342
ENSG00000183735,2085,1725,1742,1293,2331,1643
ENSG00000183741,3946,2946,3202,2849,3752,2995
ENSG00000183742,127,123,105,135,162,128
ENSG00000183747,0,0,0,0,0,0
ENSG00000183751,2424,1907,2106,1948,2735,1943
ENSG00000183753,0,0,0,0,0,0
ENSG00000183760,266,196,211,202,298,208
ENSG00000183762,249,202,216,212,283,202
ENSG00000183763,531,452,479,384,563,420
ENSG00000183765,1218,1060,1033,744,1377,1047
ENSG00000183770,1,0,0,3,4,0
ENSG00000183773,63,30,56,46,73,48
ENSG00000183775,0,0,0,0,0,0
ENSG00000183778,957,843,848,667,1080,843
ENSG00000183779,3177,2340,2794,1758,2454,1811
ENSG00000183780,0,0,0,0,0,0
ENSG00000183783,0,0,0,0,0,0
ENSG00000183784,52,53,35,36,36,42
ENSG00000183785,10,5,6,5,4,5
ENSG00000183791,0,0,0,0,0,0
ENSG00000183793,41,29,24,23,24,26
ENSG00000183795,0,0,0,0,0,0
ENSG00000183798,2,2,6,4,2,5
ENSG00000183801,2,3,0,1,1,3
ENSG00000183807,0,1,0,1,0,0
ENSG00000183808,1144,903,1008,652,1077,786
ENSG00000183813,0,0,0,2,0,0
ENSG00000183814,299,225,241,206,327,240
ENSG00000183826,395,286,327,330,474,319
ENSG00000183828,339,242,310,289,399,308
ENSG00000183831,1,1,0,0,0,1
ENSG00000183833,2,2,8,3,9,4
ENSG00000183837,5,2,4,0,2,2
ENSG00000183840,101,89,87,77,107,86
ENSG00000183844,2,1,2,0,3,1
ENSG00000183850,105,92,88,64,131,78
ENSG00000183853,0,0,0,0,0,0
ENSG00000183856,2658,2215,2490,1837,3149,2435
ENSG00000183862,10,7,6,8,16,5
ENSG00000183864,1919,1487,1587,1619,2352,1790
ENSG00000183873,4,4,1,7,5,3
ENSG00000183876,0,0,0,0,0,0
ENSG00000183878,0,0,0,0,0,0
ENSG00000183888,0,0,0,0,0,0
ENSG00000183891,269,217,242,204,419,268
ENSG00000183908,0,0,0,0,0,0
ENSG00000183914,36,21,30,23,27,30
ENSG00000183918,0,0,0,0,0,0
ENSG00000183921,6,0,0,0,1,0
ENSG00000183943,1442,1101,1145,1023,1455,1058
ENSG00000183955,1983,1577,1752,1394,2114,1654
ENSG00000183960,0,1,1,1,0,0
ENSG00000183963,1232,1151,1401,1010,1792,1473
ENSG00000183971,34,14,22,22,43,39
ENSG00000183977,21,14,44,22,47,35
ENSG00000183978,859,676,708,612,978,673
ENSG00000183979,0,0,0,0,0,0
ENSG00000184005,0,0,0,0,0,0
ENSG00000184007,5808,4601,4879,3907,6048,4376
ENSG00000184009,42777,33478,33218,37861,53369,37822
ENSG00000184012,531,391,481,381,594,469
ENSG00000184014,988,829,949,758,1133,869
ENSG00000184022,0,0,0,0,0,0
ENSG00000184029,0,0,0,0,1,0
ENSG00000184032,0,0,0,0,0,0
ENSG00000184033,0,0,0,0,0,0
ENSG00000184047,144,139,113,117,168,121
ENSG00000184056,701,560,549,456,693,488
ENSG00000184058,49,36,39,55,49,42
ENSG00000184060,48,27,34,28,42,30
ENSG00000184076,3416,2756,2830,2444,4062,2851
ENSG00000184083,881,633,660,603,937,661
ENSG00000184108,0,0,0,0,0,0
ENSG00000184110,969,793,791,760,1020,757
ENSG00000184113,24,24,11,14,18,14
ENSG00000184117,3390,2769,2843,2602,3739,2947
ENSG00000184140,0,0,0,0,0,0
ENSG00000184144,2,5,2,1,6,1
ENSG00000184148,0,0,0,0,0,0
ENSG00000184154,358,283,274,255,365,273
ENSG00000184155,0,0,0,0,0,0
ENSG00000184156,0,1,0,0,0,0
ENSG00000184160,688,464,562,505,633,521
ENSG00000184162,1618,1212,1224,1090,1605,1081
ENSG00000184163,58,27,47,41,51,42
ENSG00000184164,1987,1457,1604,1498,2288,1601
ENSG00000184166,0,0,0,0,0,0
ENSG00000184178,416,343,324,340,440,299
ENSG00000184182,103,80,74,63,133,74
ENSG00000184185,1,0,0,1,4,0
ENSG00000184194,200,165,186,150,230,172
ENSG00000184203,2208,1771,1690,1794,2911,2014
ENSG00000184205,1800,1343,1395,1867,2867,2136
ENSG00000184206,36,30,35,29,54,41
ENSG00000184207,2637,1755,2194,1912,2546,1891
ENSG00000184208,742,558,500,527,816,550
ENSG00000184209,520,419,413,314,507,407
ENSG00000184210,0,0,0,0,0,0
ENSG00000184216,12430,9175,10192,9949,13635,9761
ENSG00000184220,1571,1220,1132,1009,1798,1228
ENSG00000184221,0,0,0,0,0,0
ENSG00000184226,313,189,182,174,288,190
ENSG00000184227,32,30,30,29,35,18
ENSG00000184232,176,140,125,139,199,155
ENSG00000184254,8,9,1,5,8,7
ENSG00000184258,4,4,2,3,13,2
ENSG00000184260,92,73,98,88,115,90
ENSG00000184261,129,95,98,111,115,106
ENSG00000184270,6,3,2,10,9,11
ENSG00000184271,23,14,19,19,34,17
ENSG00000184276,1,1,0,0,1,0
ENSG00000184277,847,643,623,587,897,595
ENSG00000184281,773,556,560,536,794,529
ENSG00000184292,3619,2542,3167,2938,4466,3201
ENSG00000184293,0,0,0,0,0,1
ENSG00000184302,0,0,0,0,0,0
ENSG00000184304,25,16,20,20,25,14
ENSG00000184305,68,59,59,46,75,49
ENSG00000184307,850,655,661,574,797,586
ENSG00000184313,1,1,2,0,0,3
ENSG00000184321,0,0,0,0,0,0
ENSG00000184330,0,0,0,0,0,0
ENSG00000184343,149,98,102,100,166,109
ENSG00000184344,0,0,0,0,0,0
ENSG00000184345,0,0,0,0,0,0
ENSG00000184347,3,4,1,0,2,0
ENSG00000184349,102,75,97,61,106,64
ENSG00000184350,0,0,0,0,0,0
ENSG00000184351,0,0,0,0,0,0
ENSG00000184357,3,1,6,5,8,4
ENSG00000184361,25,10,13,7,16,20
ENSG00000184363,3807,2584,2894,2959,4086,2859
ENSG00000184368,20,11,15,11,15,12
ENSG00000184371,72,57,63,66,106,63
ENSG00000184374,0,0,0,0,0,0
ENSG00000184378,41,30,23,26,37,33
ENSG00000184381,519,366,494,396,638,435
ENSG00000184384,48,36,24,45,65,49
ENSG00000184388,22,11,5,6,1,10
ENSG00000184389,0,1,0,0,0,2
ENSG00000184394,0,0,0,0,0,0
ENSG00000184402,2784,2142,2280,1978,3066,2264
ENSG00000184408,0,0,0,0,0,0
ENSG00000184428,979,676,862,773,1111,751
ENSG00000184432,9953,8213,8345,6990,11287,8093
ENSG00000184434,3,1,2,4,5,4
ENSG00000184436,769,576,592,479,682,458
ENSG00000184445,4117,3219,3365,2897,4576,3361
ENSG00000184451,6,1,7,7,12,2
ENSG00000184454,0,0,0,0,0,0
ENSG00000184459,0,0,0,0,1,0
ENSG00000184465,2372,1770,1891,1703,2634,2072
ENSG00000184470,1408,1070,1152,1135,1614,1175
ENSG00000184471,0,0,0,0,0,1
ENSG00000184478,0,0,0,0,0,0
ENSG00000184481,185,165,212,150,219,196
ENSG00000184486,0,1,0,2,3,0
ENSG00000184489,185,161,127,132,235,150
ENSG00000184492,11,7,3,9,6,7
ENSG00000184497,10,2,2,9,6,7
ENSG00000184500,52,40,45,35,50,43
ENSG00000184502,0,0,0,0,0,0
ENSG00000184507,9,15,10,4,10,8
ENSG00000184508,233,176,211,155,228,195
ENSG00000184515,164,136,131,138,221,159
ENSG00000184517,612,587,534,347,556,432
ENSG00000184524,28,10,9,28,23,14
ENSG00000184530,1,0,1,0,1,0
ENSG00000184544,0,0,0,0,0,0
ENSG00000184545,505,318,383,984,1523,1056
ENSG00000184557,196,162,177,107,150,133
ENSG00000184560,0,0,1,0,3,1
ENSG00000184564,79,66,52,33,77,46
ENSG00000184571,0,3,0,0,1,0
ENSG00000184574,34,21,21,18,45,24
ENSG00000184575,10127,8122,8167,7116,11295,7984
ENSG00000184584,189,91,119,91,195,134
ENSG00000184588,91,79,58,89,123,81
ENSG00000184599,0,1,2,1,2,3
ENSG00000184601,0,0,0,0,0,0
ENSG00000184602,532,380,424,371,500,413
ENSG00000184611,121,99,83,77,122,109
ENSG00000184613,13,11,11,8,17,12
ENSG00000184619,5,6,7,6,4,3
ENSG00000184634,1596,1296,1463,1114,1580,1234
ENSG00000184635,577,446,432,350,590,431
ENSG00000184640,8223,6335,6725,6558,9016,6538
ENSG00000184647,0,0,0,0,0,0
ENSG00000184650,0,0,0,0,0,0
ENSG00000184659,1,0,3,4,4,7
ENSG00000184661,1023,987,926,665,1174,949
ENSG00000184672,0,0,0,0,0,0
ENSG00000184675,823,621,676,567,834,567
ENSG00000184677,1564,1300,1311,1131,1723,1280
ENSG00000184678,1517,1187,1137,1291,1758,1280
ENSG00000184697,9,16,8,9,12,5
ENSG00000184698,0,0,0,0,0,0
ENSG00000184702,117,109,116,90,105,102
ENSG00000184708,840,646,647,556,834,576
ENSG00000184709,35,16,39,30,40,31
ENSG00000184716,0,0,0,0,0,0
ENSG00000184719,119,113,112,110,168,82
ENSG00000184724,0,0,0,0,0,0
ENSG00000184730,19,32,12,17,24,20
ENSG00000184731,983,801,953,667,965,814
ENSG00000184735,0,0,0,0,0,0
ENSG00000184743,1653,1372,1363,1205,1890,1304
ENSG00000184752,1192,997,960,862,1358,939
ENSG00000184785,0,0,0,0,0,0
ENSG00000184786,107,91,100,111,190,116
ENSG00000184787,4649,3541,3706,3208,5091,3702
ENSG00000184788,1,0,0,0,0,0
ENSG00000184792,311,236,286,238,380,226
ENSG00000184811,0,0,0,0,0,0
ENSG00000184814,0,0,0,0,0,0
ENSG00000184828,69,48,67,57,71,47
ENSG00000184831,574,538,534,465,784,490
ENSG00000184838,0,0,0,0,0,0
ENSG00000184840,7804,6394,6726,6059,8941,6547
ENSG00000184845,16,12,15,20,27,17
ENSG00000184857,354,255,267,223,337,221
ENSG00000184860,733,630,593,432,636,478
ENSG00000184863,2297,1897,2059,1940,2963,2112
ENSG00000184867,11,7,6,7,7,10
ENSG00000184887,987,759,756,683,1071,756
ENSG00000184895,0,0,0,0,0,0
ENSG00000184897,3356,2524,3351,2852,4130,3260
ENSG00000184898,243,209,172,158,196,152
ENSG00000184900,8188,6504,6699,5960,9671,7004
ENSG00000184903,10,7,12,5,10,7
ENSG00000184905,1,0,1,0,0,0
ENSG00000184908,0,0,0,0,0,0
ENSG00000184911,0,0,0,0,0,0
ENSG00000184916,738,494,680,595,830,570
ENSG00000184922,278,200,232,208,309,264
ENSG00000184923,4,5,8,11,6,5
ENSG00000184924,222,182,163,162,254,196
ENSG00000184925,106,82,101,77,108,86
ENSG00000184933,0,0,0,0,0,0
