,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAARAAPEI-220-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAABRAAPEI-221-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAACRAAPEI-222-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAADRAAPEI-223-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAERAAPEI-225-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAFRAAPEI-227-counts.tsv
ENSG00000189350,7,9,10,4,3,5
ENSG00000189357,0,0,0,0,0,0
ENSG00000189362,227,171,219,202,254,196
ENSG00000189366,170,159,138,125,147,149
ENSG00000189367,2,0,0,0,0,0
ENSG00000189369,0,0,0,0,0,0
ENSG00000189375,1,0,1,0,2,0
ENSG00000189376,167,117,116,105,129,133
ENSG00000189377,5,9,7,7,10,10
ENSG00000189401,7,9,2,4,15,9
ENSG00000189403,14456,12019,11817,11913,14083,12546
ENSG00000189409,33,12,33,29,25,22
ENSG00000189410,45,31,28,42,28,43
ENSG00000189420,0,0,0,0,0,0
ENSG00000189430,0,0,0,0,0,0
ENSG00000189431,30,28,44,35,26,25
ENSG00000189433,0,0,0,0,0,1
ENSG00000196071,0,0,0,0,0,0
ENSG00000196072,1361,1110,1043,1112,1289,977
ENSG00000196074,807,639,615,653,794,642
ENSG00000196081,310,296,248,299,293,312
ENSG00000196083,120,108,133,108,151,96
ENSG00000196090,10,3,3,13,11,2
ENSG00000196091,0,0,0,0,0,0
ENSG00000196092,133,117,132,125,155,105
ENSG00000196098,0,0,0,0,0,0
ENSG00000196099,0,0,0,0,0,0
ENSG00000196104,0,0,0,0,0,0
ENSG00000196109,0,0,0,0,0,0
ENSG00000196110,41,43,43,23,36,25
ENSG00000196116,608,542,560,491,600,637
ENSG00000196118,55,58,53,81,74,51
ENSG00000196119,7,1,5,5,6,6
ENSG00000196123,1231,824,866,904,1042,912
ENSG00000196126,86,61,70,62,91,55
ENSG00000196131,3,4,1,7,0,2
ENSG00000196132,2,1,2,2,3,0
ENSG00000196136,52,36,41,28,36,46
ENSG00000196139,1,1,1,2,0,0
ENSG00000196141,712,538,555,597,731,617
ENSG00000196150,235,224,206,172,214,211
ENSG00000196151,298,263,229,251,287,275
ENSG00000196152,222,146,155,151,181,135
ENSG00000196154,1,0,0,1,1,1
ENSG00000196155,212,164,162,197,230,182
ENSG00000196156,0,0,0,0,0,0
ENSG00000196159,22,13,16,18,25,16
ENSG00000196166,0,0,0,0,0,0
ENSG00000196169,0,0,0,1,0,0
ENSG00000196171,0,0,0,0,0,0
ENSG00000196172,967,703,655,713,807,664
ENSG00000196177,1417,1108,1085,1064,1318,1118
ENSG00000196182,1996,1494,1744,1708,1951,1855
ENSG00000196184,0,0,0,0,0,0
ENSG00000196187,865,636,741,731,850,798
ENSG00000196188,0,0,0,1,0,0
ENSG00000196189,338,235,262,260,279,263
ENSG00000196196,2,1,4,0,0,1
ENSG00000196199,2401,1806,1786,1811,2089,1836
ENSG00000196208,17758,13487,13041,14292,15125,13171
ENSG00000196209,0,0,0,0,0,0
ENSG00000196214,608,480,437,361,402,398
ENSG00000196218,2,3,1,2,1,1
ENSG00000196220,223,187,222,235,257,230
ENSG00000196224,0,0,0,0,0,0
ENSG00000196227,1942,1590,1484,1494,1553,1317
ENSG00000196228,0,0,0,0,0,0
ENSG00000196230,33950,28171,28327,27021,32732,28343
ENSG00000196233,894,767,706,789,888,852
ENSG00000196235,4995,3903,4183,3941,4613,4015
ENSG00000196236,478,428,404,429,444,417
ENSG00000196240,0,0,0,0,0,0
ENSG00000196242,0,0,0,0,0,0
ENSG00000196247,1685,1453,1372,1255,1530,1384
ENSG00000196248,0,0,0,0,0,0
ENSG00000196260,0,0,0,0,0,0
ENSG00000196262,26609,21604,21265,21592,25846,21889
ENSG00000196263,3,6,4,2,3,1
ENSG00000196266,0,0,0,0,0,0
ENSG00000196267,97,59,70,44,75,70
ENSG00000196268,361,296,273,295,312,297
ENSG00000196275,94,90,105,90,103,98
ENSG00000196277,0,0,0,0,0,0
ENSG00000196284,93,73,64,74,92,82
ENSG00000196289,0,0,1,0,0,0
ENSG00000196290,856,690,716,658,801,778
ENSG00000196296,118,92,77,88,111,118
ENSG00000196305,8792,7170,7056,7218,8407,7491
ENSG00000196312,214,170,193,171,188,186
ENSG00000196313,1823,1401,1469,1514,1718,1461
ENSG00000196323,1011,845,896,890,976,999
ENSG00000196329,0,0,0,0,0,0
ENSG00000196335,26,14,21,30,24,16
ENSG00000196337,4,5,2,4,0,1
ENSG00000196338,31,31,25,30,32,36
ENSG00000196341,3,2,4,3,1,3
ENSG00000196344,0,0,0,0,0,0
ENSG00000196345,23,11,10,8,15,9
ENSG00000196350,0,0,0,0,0,0
ENSG00000196352,2202,1845,1832,1957,2289,2126
ENSG00000196353,47,37,59,47,56,53
ENSG00000196357,51,53,41,39,36,43
ENSG00000196358,0,2,0,0,4,0
ENSG00000196361,3,2,0,0,0,1
ENSG00000196363,3985,3112,3182,3215,3608,3121
ENSG00000196365,2868,2137,2446,2277,2684,2449
ENSG00000196367,5910,4781,5126,4613,5458,4864
ENSG00000196368,7,1,6,7,2,5
ENSG00000196369,388,273,353,287,312,320
ENSG00000196371,68,50,61,50,64,61
ENSG00000196372,1405,1186,1227,1040,1248,1126
ENSG00000196376,4,0,0,3,0,3
ENSG00000196378,132,134,112,130,137,131
ENSG00000196381,4,2,1,3,1,1
ENSG00000196387,220,182,200,190,237,192
ENSG00000196388,53,58,63,51,54,59
ENSG00000196391,117,83,94,87,101,94
ENSG00000196396,5709,4383,4443,4762,5557,4692
ENSG00000196405,6936,5116,5666,5437,6862,5861
ENSG00000196406,0,0,0,0,1,0
ENSG00000196407,54,66,57,65,63,84
ENSG00000196408,1,0,0,1,1,2
ENSG00000196411,4613,3264,3748,3586,3950,3624
ENSG00000196415,1,0,0,1,0,1
ENSG00000196417,404,319,365,342,398,356
ENSG00000196418,153,132,122,135,155,134
ENSG00000196419,15572,13055,12398,12447,15059,12780
ENSG00000196420,1,0,0,0,0,0
ENSG00000196421,86,49,69,67,79,59
ENSG00000196422,2780,2070,2494,2239,2553,2476
ENSG00000196427,122,102,85,127,159,95
ENSG00000196428,1324,1032,1159,1075,1224,1191
ENSG00000196431,0,0,0,0,0,0
ENSG00000196433,0,0,0,0,0,0
ENSG00000196436,109,84,88,98,121,100
ENSG00000196437,225,188,186,190,213,202
ENSG00000196440,153,111,124,112,140,115
ENSG00000196449,773,628,539,690,848,684
ENSG00000196453,746,547,598,615,683,529
ENSG00000196455,1485,1160,1218,1248,1378,1288
ENSG00000196456,76,62,79,56,77,67
ENSG00000196458,318,292,232,283,326,267
ENSG00000196459,694,667,622,652,671,706
ENSG00000196460,0,0,0,0,0,0
ENSG00000196465,389,321,342,321,377,334
ENSG00000196466,256,235,189,192,229,240
ENSG00000196468,0,0,0,0,0,0
ENSG00000196470,254,212,226,194,219,209
ENSG00000196475,0,0,0,0,0,0
ENSG00000196476,87,93,96,79,105,104
ENSG00000196482,32,32,29,22,24,31
ENSG00000196497,44,45,36,43,59,31
ENSG00000196498,4952,3635,4208,3900,4498,3993
ENSG00000196502,1525,1225,1324,1115,1479,1380
ENSG00000196503,3,4,6,4,4,7
ENSG00000196504,3915,3197,3213,3190,3641,3355
ENSG00000196505,1346,1099,1102,1159,1255,1230
ENSG00000196507,522,415,431,431,458,430
ENSG00000196510,1462,1187,1202,1200,1432,1177
ENSG00000196511,78,48,55,52,81,60
ENSG00000196517,108,104,102,86,131,134
ENSG00000196526,515,421,393,447,521,463
ENSG00000196531,20798,16786,17019,16989,19764,16832
ENSG00000196535,2436,1872,2037,1873,2235,2021
ENSG00000196539,0,0,0,0,0,0
ENSG00000196542,15463,13070,13388,13028,15287,15045
ENSG00000196544,69,68,85,49,65,60
ENSG00000196547,1543,1137,1246,1216,1405,1113
ENSG00000196549,3,2,5,1,3,4
ENSG00000196550,348,377,399,335,454,432
ENSG00000196553,1,0,0,1,0,0
ENSG00000196557,3507,2513,2938,2807,3180,2929
ENSG00000196562,51760,40632,41553,42405,49629,41620
ENSG00000196565,0,0,0,0,0,2
ENSG00000196569,5,0,4,0,0,3
ENSG00000196570,1,1,0,0,0,0
ENSG00000196576,9097,6909,8002,7585,8546,7447
ENSG00000196578,0,0,0,0,0,0
ENSG00000196581,0,0,0,0,2,0
ENSG00000196584,1413,1190,1194,1193,1386,1211
ENSG00000196586,4119,3504,3342,3573,3982,3821
ENSG00000196588,613,468,507,457,549,504
ENSG00000196591,4329,3422,3320,3456,3975,3511
ENSG00000196597,332,229,235,283,355,294
ENSG00000196600,0,0,2,0,0,1
ENSG00000196604,248,247,226,208,239,234
ENSG00000196605,94,70,74,80,89,64
ENSG00000196611,0,1,0,0,0,0
ENSG00000196616,0,0,0,0,0,0
ENSG00000196620,1,3,2,1,2,1
ENSG00000196628,67,38,43,39,40,46
ENSG00000196632,1,1,2,1,0,0
ENSG00000196636,0,0,0,0,0,0
ENSG00000196639,0,0,0,1,0,0
ENSG00000196642,2316,1720,1994,1986,2367,1938
ENSG00000196646,172,148,153,132,140,131
ENSG00000196652,388,313,305,271,315,323
ENSG00000196653,0,0,0,0,0,0
ENSG00000196655,3127,2540,2378,2515,2905,2448
ENSG00000196659,47,45,48,33,46,49
ENSG00000196660,0,0,0,0,0,0
ENSG00000196661,1,0,0,1,0,0
ENSG00000196663,950,724,774,682,813,660
ENSG00000196664,0,0,0,0,0,0
ENSG00000196666,0,1,2,1,0,1
ENSG00000196670,908,743,758,699,794,679
ENSG00000196678,774,700,662,619,764,573
ENSG00000196683,2074,1579,1598,1669,1998,1710
ENSG00000196684,670,580,527,435,533,529
ENSG00000196689,114,80,68,58,83,72
ENSG00000196693,543,413,409,389,468,426
ENSG00000196700,7241,5316,6059,5841,6855,5761
ENSG00000196704,4977,4212,4161,4191,4995,4410
ENSG00000196705,1192,980,1021,991,1193,1004
ENSG00000196711,0,0,0,0,0,0
ENSG00000196712,3647,3119,3107,3240,3785,3346
ENSG00000196715,1895,1630,1531,1709,1912,1715
ENSG00000196724,192,188,180,170,213,200
ENSG00000196730,0,2,0,4,1,3
ENSG00000196734,1,0,0,0,0,0
ENSG00000196735,1,0,0,0,0,0
ENSG00000196739,635,450,519,463,544,489
ENSG00000196743,705,602,588,591,755,715
ENSG00000196747,27,19,19,16,20,18
ENSG00000196748,57,56,65,58,74,58
ENSG00000196754,10,12,7,12,6,11
ENSG00000196757,560,494,400,405,476,423
ENSG00000196767,0,0,0,0,0,0
ENSG00000196772,0,0,0,0,0,0
ENSG00000196776,4965,4017,4071,4390,4930,4543
ENSG00000196778,0,0,0,0,0,0
ENSG00000196781,2420,1979,2244,2218,2429,2337
ENSG00000196782,182,172,165,177,168,207
ENSG00000196787,201,124,142,142,162,150
ENSG00000196792,1703,1330,1382,1391,1731,1580
ENSG00000196793,674,598,533,493,624,537
ENSG00000196800,2,0,0,1,0,0
ENSG00000196805,0,0,0,0,0,0
ENSG00000196811,1,5,3,5,7,3
ENSG00000196812,142,85,98,62,115,100
ENSG00000196814,420,386,378,375,462,438
ENSG00000196821,3509,2824,2892,2726,3113,2922
ENSG00000196832,0,0,0,0,0,0
ENSG00000196834,505,428,505,430,537,481
ENSG00000196839,107,82,75,93,97,87
ENSG00000196843,137,113,121,91,113,104
ENSG00000196844,6,3,0,1,6,5
ENSG00000196850,512,412,379,483,495,450
ENSG00000196859,0,6,4,5,4,3
ENSG00000196860,8,12,5,2,6,2
ENSG00000196862,0,1,0,0,0,1
ENSG00000196865,1449,1247,1242,1189,1394,1257
ENSG00000196866,0,0,0,0,0,0
ENSG00000196867,0,0,0,0,0,0
ENSG00000196872,358,266,329,285,323,348
ENSG00000196873,285,181,246,188,228,202
ENSG00000196876,231,163,179,180,200,170
ENSG00000196878,221,183,226,186,233,200
ENSG00000196890,92,71,77,78,73,71
ENSG00000196900,0,0,0,1,0,0
ENSG00000196911,329,272,231,260,309,303
ENSG00000196912,205,150,176,151,205,198
ENSG00000196914,5260,4287,4531,4278,4930,4585
ENSG00000196917,224,209,222,146,235,203
ENSG00000196923,1107,840,1001,921,1092,1017
ENSG00000196924,43830,33502,36629,36794,41999,37216
ENSG00000196932,0,0,0,0,0,0
ENSG00000196935,614,536,533,516,522,512
ENSG00000196937,1006,839,859,913,1043,880
ENSG00000196943,2148,1729,1798,1689,2084,1759
ENSG00000196944,0,0,0,0,0,0
ENSG00000196946,0,0,0,0,0,2
ENSG00000196950,769,636,688,668,775,861
ENSG00000196954,69,69,59,76,96,81
ENSG00000196961,3201,2379,2806,2813,3180,2780
ENSG00000196967,116,85,101,96,94,109
ENSG00000196968,184,145,136,115,113,122
ENSG00000196972,9,3,3,3,1,6
ENSG00000196975,1809,1465,1520,1490,1706,1492
ENSG00000196976,2663,1975,2437,2138,2464,2220
ENSG00000196981,455,339,327,311,308,330
ENSG00000196990,0,0,0,0,0,0
ENSG00000196993,2,10,4,6,15,5
ENSG00000196998,785,554,669,645,715,664
ENSG00000197006,2662,2170,2095,2326,2515,2302
ENSG00000197008,579,494,513,446,551,490
ENSG00000197013,495,405,422,384,448,424
ENSG00000197016,0,0,0,0,0,0
ENSG00000197019,580,451,431,518,510,469
ENSG00000197020,1066,866,917,869,916,845
ENSG00000197021,1239,976,1001,981,1230,964
ENSG00000197024,668,556,534,574,649,568
ENSG00000197037,530,427,416,407,511,375
ENSG00000197043,8049,6433,6448,6405,7800,6590
ENSG00000197044,76,94,75,69,62,61
ENSG00000197045,3537,2937,3054,3150,3359,3207
ENSG00000197046,3,4,2,4,1,2
ENSG00000197050,78,68,80,61,75,85
ENSG00000197054,8,9,4,6,9,8
ENSG00000197056,830,786,742,624,768,809
ENSG00000197057,0,0,0,0,0,0
ENSG00000197061,2,6,8,1,2,1
ENSG00000197062,211,157,178,121,169,179
ENSG00000197063,741,542,656,682,765,665
ENSG00000197070,4563,3178,3658,3539,4244,3625
ENSG00000197077,1105,819,944,832,959,936
ENSG00000197079,0,0,0,0,0,0
ENSG00000197081,4721,3679,3924,3908,4413,4095
ENSG00000197084,0,0,0,0,0,0
ENSG00000197093,12,1,1,0,1,6
ENSG00000197102,16554,13625,14270,12966,16239,14681
ENSG00000197106,80,56,52,71,68,65
ENSG00000197110,1,0,2,0,0,0
ENSG00000197111,7425,6223,6125,6213,7233,6092
ENSG00000197114,468,301,349,368,409,350
ENSG00000197119,5733,4156,4860,4326,5086,4565
ENSG00000197121,544,430,463,464,556,549
ENSG00000197122,140,79,88,95,108,107
ENSG00000197123,0,0,0,0,0,0
ENSG00000197124,357,280,285,271,298,236
ENSG00000197125,0,0,0,0,0,0
ENSG00000197128,149,135,129,74,96,92
ENSG00000197134,291,272,222,182,254,243
ENSG00000197136,4434,3169,3453,3361,3909,3315
ENSG00000197140,55,66,84,81,82,65
ENSG00000197142,0,4,4,2,7,3
ENSG00000197147,617,520,502,524,595,559
ENSG00000197150,1737,1333,1498,1407,1644,1440
ENSG00000197153,5,8,12,11,21,20
ENSG00000197157,5653,4509,4583,4639,5373,4651
ENSG00000197162,337,267,316,271,325,292
ENSG00000197165,200,114,148,125,158,143
ENSG00000197168,25,25,39,27,24,24
ENSG00000197170,10245,8755,7993,8267,9676,8259
ENSG00000197172,717,515,579,637,651,530
ENSG00000197177,0,1,0,1,0,0
ENSG00000197181,2,2,1,1,0,0
ENSG00000197183,760,621,663,703,741,692
ENSG00000197191,119,83,87,106,92,105
ENSG00000197208,58,49,54,54,68,39
ENSG00000197213,0,0,1,0,0,0
ENSG00000197217,1313,1074,1166,1098,1335,1216
ENSG00000197223,635,546,561,532,602,539
ENSG00000197226,5283,3859,4135,4196,5053,4250
ENSG00000197233,0,0,0,0,0,0
ENSG00000197238,70,52,71,52,49,74
ENSG00000197241,0,0,1,4,2,2
ENSG00000197245,12,11,13,7,11,8
ENSG00000197249,550,446,445,486,517,455
ENSG00000197253,2,0,0,0,0,0
ENSG00000197256,3155,2149,2509,2369,2525,2233
ENSG00000197261,943,718,818,784,883,921
ENSG00000197265,948,730,725,725,915,811
ENSG00000197272,3,4,2,7,6,0
ENSG00000197273,0,0,0,0,0,0
ENSG00000197275,309,232,226,226,300,233
ENSG00000197279,149,168,189,147,266,231
ENSG00000197283,754,541,631,601,725,566
ENSG00000197296,1174,924,961,894,1092,1017
ENSG00000197299,829,695,672,681,730,751
ENSG00000197302,1079,922,922,947,1116,1096
ENSG00000197309,0,0,0,1,1,1
ENSG00000197312,2369,1918,1878,1907,2243,1873
ENSG00000197321,1260,1092,1120,1045,1272,1104
ENSG00000197323,11075,9008,8887,9100,10577,9220
ENSG00000197324,6346,5201,5878,5219,6226,6043
ENSG00000197329,257,220,226,235,246,235
ENSG00000197343,3,0,0,2,3,1
ENSG00000197345,1168,914,910,1037,1189,904
ENSG00000197353,0,1,0,0,3,4
ENSG00000197355,833,642,740,663,836,690
ENSG00000197360,42,22,20,31,40,46
ENSG00000197361,80,60,58,51,85,75
ENSG00000197362,563,448,514,400,439,397
ENSG00000197363,278,255,287,199,252,232
ENSG00000197364,0,0,0,0,0,0
ENSG00000197372,689,589,564,547,595,513
ENSG00000197375,778,602,608,659,702,681
ENSG00000197376,0,0,0,0,0,0
ENSG00000197380,4,1,5,4,3,5
ENSG00000197381,1377,998,1055,1086,1264,1085
ENSG00000197385,142,95,87,107,91,97
ENSG00000197386,2672,2284,2300,2236,2690,2363
ENSG00000197403,0,0,0,0,0,0
ENSG00000197405,46,32,31,45,52,40
ENSG00000197406,6,4,2,1,4,7
ENSG00000197408,18,11,6,9,12,9
ENSG00000197409,0,0,0,0,0,0
ENSG00000197410,0,0,0,0,0,0
ENSG00000197415,62,67,63,65,77,83
ENSG00000197416,0,0,0,0,0,0
ENSG00000197417,147,130,144,121,130,119
ENSG00000197428,0,0,0,0,0,0
ENSG00000197429,560,416,507,451,485,484
ENSG00000197430,0,0,0,0,0,0
ENSG00000197437,0,0,0,0,0,0
ENSG00000197442,474,404,433,402,488,418
ENSG00000197444,94,57,64,69,94,66
ENSG00000197446,12,5,2,4,5,4
ENSG00000197448,1816,1324,1402,1436,1774,1473
ENSG00000197451,12205,9003,8875,9626,11037,8850
ENSG00000197454,0,0,0,0,0,0
ENSG00000197457,9232,6673,7508,7353,8269,7477
ENSG00000197461,646,417,539,440,538,514
ENSG00000197465,0,0,1,1,1,0
ENSG00000197467,14,7,10,12,14,7
ENSG00000197471,0,0,1,0,0,1
ENSG00000197472,95,70,79,71,73,92
ENSG00000197479,1,3,0,0,1,4
ENSG00000197483,222,134,135,152,142,156
ENSG00000197487,0,0,0,0,0,0
ENSG00000197496,420,370,405,335,395,370
ENSG00000197497,65,48,38,34,44,41
ENSG00000197498,1316,1102,989,1077,1182,1025
ENSG00000197506,3,1,2,1,2,3
ENSG00000197520,0,0,0,2,0,0
ENSG00000197530,1066,678,807,735,931,767
ENSG00000197532,0,0,0,0,0,0
ENSG00000197535,3878,3057,3215,3246,3850,3304
ENSG00000197536,37,24,29,21,35,36
ENSG00000197540,2,0,1,4,0,3
ENSG00000197548,854,721,717,657,884,740
ENSG00000197555,3306,2857,2926,2708,3340,2920
ENSG00000197557,46,41,40,28,48,39
ENSG00000197558,938,699,867,735,874,856
ENSG00000197561,0,0,0,0,0,0
ENSG00000197562,1818,1320,1404,1438,1635,1411
ENSG00000197563,558,487,432,442,512,467
ENSG00000197565,783,635,661,695,847,659
ENSG00000197566,76,62,50,56,66,66
ENSG00000197568,160,137,148,141,179,161
ENSG00000197576,11,6,12,5,5,4
ENSG00000197579,603,450,496,401,436,416
ENSG00000197580,11,10,4,7,6,8
ENSG00000197584,0,1,0,0,1,1
ENSG00000197586,2479,1849,2106,1948,2484,2250
ENSG00000197587,175,144,159,142,151,174
ENSG00000197591,0,0,0,0,0,0
ENSG00000197594,2019,1691,1649,1677,1877,1805
ENSG00000197599,11,10,8,16,7,11
ENSG00000197601,4337,3393,3318,3455,3911,3451
ENSG00000197603,375,317,294,310,385,333
ENSG00000197608,684,500,465,562,609,535
ENSG00000197614,0,1,1,1,0,2
ENSG00000197616,0,0,0,0,0,0
ENSG00000197619,218,204,212,203,222,229
ENSG00000197620,674,504,562,554,703,590
ENSG00000197622,6073,4776,4891,4842,5884,5064
ENSG00000197629,0,0,0,0,0,0
ENSG00000197632,0,0,0,0,0,0
ENSG00000197635,18,14,16,12,18,11
ENSG00000197641,0,0,0,0,0,0
ENSG00000197646,0,0,0,0,0,0
ENSG00000197647,282,227,220,182,183,195
ENSG00000197651,0,0,0,0,0,0
ENSG00000197653,9,6,10,4,5,8
ENSG00000197658,0,0,0,0,0,1
ENSG00000197683,0,0,0,0,0,0
ENSG00000197694,7948,6168,6418,6078,7095,5971
ENSG00000197696,95,86,96,83,132,90
ENSG00000197702,1625,1224,1291,1299,1588,1370
ENSG00000197705,1,3,3,8,2,2
ENSG00000197706,0,0,0,0,0,0
ENSG00000197712,357,296,320,304,388,340
ENSG00000197713,2191,1756,1641,1709,1949,1750
ENSG00000197714,60,47,41,55,65,87
ENSG00000197721,0,0,0,0,0,0
ENSG00000197724,2406,1816,1879,1903,2201,1920
ENSG00000197728,9032,7225,7215,7378,8495,7140
ENSG00000197734,1,0,1,0,0,0
ENSG00000197745,0,0,0,0,0,0
ENSG00000197746,19039,15423,16433,15795,19012,17047
ENSG00000197747,8382,7036,7068,7158,8577,7680
ENSG00000197748,12,6,7,6,8,5
ENSG00000197753,5,4,8,1,3,0
ENSG00000197756,23349,19171,18480,19395,22958,19084
ENSG00000197757,43,40,58,27,31,43
ENSG00000197763,373,297,258,327,336,259
ENSG00000197766,42,28,33,40,31,34
ENSG00000197768,66,39,48,48,51,38
ENSG00000197769,21,17,27,25,24,11
ENSG00000197771,4058,3127,3089,3193,3729,3009
ENSG00000197774,1777,1198,1430,1476,1654,1315
ENSG00000197776,49,26,30,32,48,33
ENSG00000197779,196,147,182,159,242,168
ENSG00000197780,1393,1117,1034,1094,1218,1182
ENSG00000197782,345,271,278,249,264,274
ENSG00000197785,1590,1161,1184,1305,1535,1151
ENSG00000197786,0,0,0,0,0,0
ENSG00000197790,0,0,0,0,0,0
ENSG00000197798,280,282,214,242,315,269
ENSG00000197808,121,101,104,101,86,109
ENSG00000197816,28,25,22,33,21,19
ENSG00000197818,1680,1316,1343,1366,1591,1349
ENSG00000197822,926,747,723,755,850,811
ENSG00000197826,0,0,0,0,0,0
ENSG00000197837,216,151,167,195,222,229
ENSG00000197838,0,0,1,0,0,0
ENSG00000197841,176,146,147,146,171,154
ENSG00000197849,0,2,0,5,0,0
ENSG00000197852,249,207,222,228,269,215
ENSG00000197857,487,408,384,329,439,373
ENSG00000197858,4791,3483,3946,3854,4418,3980
ENSG00000197859,0,0,0,1,0,1
ENSG00000197860,167,169,193,187,196,191
ENSG00000197863,67,44,54,56,48,51
ENSG00000197870,8,5,5,1,3,5
ENSG00000197872,8,2,3,6,4,8
ENSG00000197879,2129,1657,1638,1741,1913,1770
ENSG00000197880,1,1,0,0,3,0
ENSG00000197885,383,326,304,310,355,281
ENSG00000197887,0,0,0,0,0,0
ENSG00000197888,0,0,0,0,0,0
ENSG00000197889,4,3,6,3,3,3
ENSG00000197891,0,0,0,0,0,0
ENSG00000197892,529,431,464,409,529,433
ENSG00000197893,0,1,2,0,0,0
ENSG00000197894,3372,2801,2766,2771,3238,2808
ENSG00000197901,0,0,0,0,0,0
ENSG00000197903,1034,765,744,865,1019,769
ENSG00000197905,440,280,346,335,361,346
ENSG00000197912,4041,2932,3224,3295,3787,3183
ENSG00000197915,0,0,0,0,0,0
ENSG00000197919,0,0,0,0,0,0
ENSG00000197921,0,0,0,0,0,0
ENSG00000197928,1,0,0,3,1,0
ENSG00000197930,1958,1689,1691,1590,1772,1779
ENSG00000197933,423,323,299,208,224,271
ENSG00000197935,130,112,88,90,115,100
ENSG00000197937,135,125,109,121,157,95
ENSG00000197938,0,0,0,0,0,0
ENSG00000197943,381,292,293,289,356,292
ENSG00000197948,593,473,555,469,563,561
ENSG00000197951,0,0,0,0,0,0
ENSG00000197953,0,1,0,1,0,1
ENSG00000197956,55,27,31,40,24,23
ENSG00000197958,26254,20686,20713,21174,24849,21095
ENSG00000197959,3,1,0,2,1,3
ENSG00000197961,628,594,587,491,572,540
ENSG00000197965,1730,1404,1533,1415,1578,1485
ENSG00000197969,1586,1411,1375,1338,1564,1458
ENSG00000197971,723,578,573,542,606,578
ENSG00000197976,3123,2169,2483,2299,2611,2373
ENSG00000197977,1992,1542,1524,1732,1776,1525
ENSG00000197978,330,262,241,251,295,296
ENSG00000197980,34,34,25,32,38,33
ENSG00000197982,1571,1119,1249,1303,1429,1311
ENSG00000197992,0,0,0,0,0,0
ENSG00000197993,0,1,1,3,2,1
ENSG00000198000,1715,1305,1290,1343,1583,1348
ENSG00000198001,748,580,616,646,722,591
ENSG00000198003,59,47,67,43,62,57
ENSG00000198010,1,0,2,4,2,2
ENSG00000198015,1425,1180,1183,1138,1351,1117
ENSG00000198018,422,283,262,331,329,332
ENSG00000198019,5,8,2,9,7,12
ENSG00000198021,0,0,0,0,0,0
ENSG00000198026,2069,1562,1710,1770,1922,1642
ENSG00000198028,0,0,0,0,0,0
ENSG00000198033,1,0,0,0,0,0
ENSG00000198034,29986,24067,23404,24545,28364,24467
ENSG00000198039,321,274,303,244,286,297
ENSG00000198040,802,708,613,652,616,626
ENSG00000198042,485,452,381,402,474,403
ENSG00000198046,0,0,0,0,0,0
ENSG00000198049,0,0,0,0,0,1
ENSG00000198053,10,8,11,17,14,14
ENSG00000198054,81,50,64,59,105,91
ENSG00000198055,1980,1458,1651,1601,1767,1712
ENSG00000198056,1130,887,897,947,968,821
ENSG00000198060,1803,1424,1439,1462,1755,1505
ENSG00000198062,0,0,0,0,0,1
ENSG00000198064,38,48,48,35,48,48
ENSG00000198074,4,3,3,1,0,3
ENSG00000198075,0,0,0,0,0,0
ENSG00000198077,9,8,7,5,7,6
ENSG00000198081,520,471,421,422,458,400
ENSG00000198083,0,0,0,0,0,0
ENSG00000198087,1660,1339,1322,1511,1627,1442
ENSG00000198088,275,204,230,239,295,231
ENSG00000198089,2239,1529,1850,1710,2117,1826
ENSG00000198090,0,0,0,0,0,0
ENSG00000198092,0,0,0,0,2,0
ENSG00000198093,16,18,18,15,19,19
ENSG00000198099,1,0,0,3,0,0
ENSG00000198104,0,0,0,0,0,0
ENSG00000198105,604,468,472,429,549,478
ENSG00000198108,4,2,1,0,3,1
ENSG00000198113,208,129,151,161,179,110
ENSG00000198121,4,2,2,2,3,0
ENSG00000198125,705,514,574,595,742,605
ENSG00000198128,0,0,0,0,0,0
ENSG00000198129,0,0,0,0,0,0
ENSG00000198130,640,458,496,513,603,576
ENSG00000198131,843,716,705,655,807,695
ENSG00000198133,320,294,321,310,314,263
ENSG00000198142,868,674,723,823,991,889
ENSG00000198146,603,540,511,494,570,549
ENSG00000198156,12,6,4,4,6,3
ENSG00000198157,84,75,84,85,80,102
ENSG00000198160,871,733,665,763,844,758
ENSG00000198162,5545,4567,4571,4630,5031,4822
ENSG00000198168,1322,1070,1006,1066,1219,1088
ENSG00000198169,578,425,468,491,577,430
ENSG00000198171,981,703,700,715,902,752
ENSG00000198173,0,0,0,0,0,0
ENSG00000198176,3354,2548,2575,2884,3246,2720
ENSG00000198178,0,0,0,0,1,0
ENSG00000198182,428,295,327,257,290,300
ENSG00000198183,0,0,0,0,0,0
ENSG00000198185,1,0,0,0,0,0
ENSG00000198189,12,15,14,22,15,11
ENSG00000198198,1489,1132,1181,1185,1412,1253
ENSG00000198203,1,0,0,2,0,2
ENSG00000198205,90,89,97,65,76,83
